Associated with;Overall file decorastors;Cycl. Number;Cycl. Density;Halstead Bugs;Halstead Difficulty;Halstead Effort;Halstead Length;Halstead Time;Halstead Vocabulary;Halstead Volume;Halstead Identifiers Distinct;Halstead Identifiers Total;Halstead Identifiers Names;Halstead Identifiers Distinct;Halstead Identifiers Total;Halstead Identifiers Names;LOC Physical;LOC Logical;
CLASS: AppRoutingModule;1;0,0;0,0;0,025;2,813;208,15;20,0;11,564;13,0;74,009;8,0;9,0;;5,0;11,0;;7,0;5,0;
CLASS: AppModule;1;1,0;11,111;0,103;4,32;1329,299;61,0;73,85;33,0;307,708;25,0;27,0;;8,0;34,0;;23,0;9,0;
CLASS: MainNavigationComponent;1;1,182;2,273;0,039;1,162;1510,676;18,909;83,926;6,909;118,143;5,545;9,455;;1,364;9,455;;4,636;4,727;
CLASS: SmallMainMenuComponent;1;1,0;5,263;0,022;1,038;415,472;13,0;23,082;5,833;66,681;4,333;6,0;;1,5;7,0;;4,333;3,167;
CLASS: DragAndDropDirective;1;1,222;2,6;0,044;1,469;1743,945;21,667;96,886;7,556;131,895;6,0;11,333;;1,556;10,333;;6,111;5,222;
CLASS: RemoveDirective;1;0,667;9,524;0,012;1,061;114,545;9,0;6,364;5,333;36,0;3,667;4,667;;1,667;4,333;;3,667;2,333;
CLASS: AppEffects;1;0,75;5,769;0,012;0,8;112,443;8,0;6,247;5,25;35,139;3,75;4,0;;1,5;4,0;;1,5;3,25;
CLASS: DecoratorTypesService;0;0,933;4,242;0,009;0,688;265,072;5,467;14,726;1,733;25,696;1,267;3,733;;0,467;1,733;;2,133;1,467;
CLASS: ServiceToSkipService;0;0,5;16,667;0,003;0,75;14,739;3,5;0,819;3,5;9,826;2,0;2,0;;1,5;1,5;;3,0;1,5;
CLASS: FeatureConfigLoaderService;0;2,6;10,0;0,051;4,8;3655,38;26,0;203,077;11,6;152,308;6,8;13,6;;4,8;12,4;;7,8;5,2;
CLASS: MenuManagerService;0;2,0;2,439;0,078;3,829;9804,94;40,455;544,719;4,909;232,811;3,545;19,909;;1,364;20,545;;8,909;7,455;
CLASS: PuzzleAlgorithmManagerService;0;1,75;5,303;0,09;3,58;3879,248;46,25;215,514;14,5;270,932;11,0;22,5;;3,5;23,75;;11,0;8,25;
CLASS: VariableSettingsConfigService;0;2,889;2,948;0,095;3,582;9193,355;45,778;510,742;8,333;285,141;6,444;24,444;;1,889;21,333;;11,556;10,889;
CLASS: ZoomSettingsConfigService;0;1,375;1,741;0,05;1,553;3702,552;23,438;205,697;5,125;149,005;4,125;12,813;;1,0;10,625;;4,813;4,938;
CLASS: TreeManagerService;0;0,5;1,471;0,142;2,727;2318,63;81,0;128,813;19,0;425,082;16,5;36,0;;2,5;45,0;;12,0;17,0;
CLASS: AnnotationExtractorService;0;2,833;7,083;0,058;4,799;5009,342;30,667;278,297;8,5;173,954;5,333;16,167;;3,167;14,5;;9,167;6,667;
CLASS: ComponentFactoryService;0;1,667;8,772;0,058;4,667;2456,289;32,333;136,461;14,333;175,449;9,667;19,333;;4,667;13,0;;16,0;6,333;
CLASS: FabricMenuHelperService;0;0,5;16,667;0,003;0,75;14,739;3,5;0,819;3,5;9,826;2,0;2,0;;1,5;1,5;;3,0;1,5;
CLASS: GameConfigurationComponent;12;1,0;1,961;0,136;3,155;5146,481;64,5;285,916;20,0;407,764;16,5;29,75;;3,5;34,75;;13,5;12,75;
CLASS: MaterialModule;1;0,0;0,0;0,018;2,917;161,44;16,0;8,969;11,0;55,351;6,0;7,0;;5,0;9,0;;7,0;4,0;
