Associated with;Overall file decorastors;Cycl. Number;Cycl. Density;Halstead Bugs;Halstead Difficulty;Halstead Effort;Halstead Length;Halstead Time;Halstead Vocabulary;Halstead Volume;Halstead Identifiers Distinct;Halstead Identifiers Total;Halstead Identifiers Names;Halstead Identifiers Distinct;Halstead Identifiers Total;Halstead Identifiers Names;LOC Physical;LOC Logical;Class Name;Class Maintainability;Class number methods;
CLASS: AppRoutingModule;1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;0,0;0,0;;0,0;0,0;AppRoutingModule;0,0;0;
CLASS: AppModule;1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;0,0;0,0;;0,0;0,0;AppModule;0,0;0;
CLASS: MainNavigationComponent;1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;0,0;0,0;;0,0;0,0;MainNavigationComponent;0,0;10;
CLASS: SmallMainMenuComponent;1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;0,0;0,0;;0,0;0,0;SmallMainMenuComponent;0,0;5;
CLASS: DragAndDropDirective;1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;0,0;0,0;;0,0;0,0;DragAndDropDirective;0,0;8;
CLASS: RemoveDirective;1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;0,0;0,0;;0,0;0,0;RemoveDirective;0,0;2;
CLASS: AppEffects;1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;0,0;0,0;;0,0;0,0;AppEffects;0,0;3;
CLASS: DecoratorTypesService;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;0,0;0,0;;0,0;0,0;DecoratorTypesService;0,0;14;
CLASS: ServiceToSkipService;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;0,0;0,0;;0,0;0,0;ServiceToSkipService;0,0;1;
CLASS: FeatureConfigLoaderService;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;0,0;0,0;;0,0;0,0;FeatureConfigLoaderService;0,0;4;
CLASS: MenuManagerService;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;0,0;0,0;;0,0;0,0;MenuManagerService;0,0;10;
CLASS: PuzzleAlgorithmManagerService;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;0,0;0,0;;0,0;0,0;PuzzleAlgorithmManagerService;0,0;3;
CLASS: VariableSettingsConfigService;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;0,0;0,0;;0,0;0,0;VariableSettingsConfigService;0,0;8;
CLASS: ZoomSettingsConfigService;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;0,0;0,0;;0,0;0,0;ZoomSettingsConfigService;0,0;15;
CLASS: TreeManagerService;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;0,0;0,0;;0,0;0,0;TreeManagerService;0,0;1;
CLASS: AnnotationExtractorService;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;0,0;0,0;;0,0;0,0;AnnotationExtractorService;0,0;5;
CLASS: ComponentFactoryService;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;0,0;0,0;;0,0;0,0;ComponentFactoryService;0,0;2;
CLASS: FabricMenuHelperService;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;0,0;0,0;;0,0;0,0;FabricMenuHelperService;0,0;1;
CLASS: GameConfigurationComponent;12;0,0;-6,689;0,16900000000000004;0,9019999999999992;7184,7159999999985;70,0;399,1500000000001;18,0;507,6669999999999;17,0;30,0;"['JIGSAW', 'ANTI-JIGSAW', 'JIGSAW2']","puzzleAlgorithmType","['JIGSAW2']",EXPRESSION_START18,EXPRESSION_START17,EXPRESSION_START16,EXPRESSION_END18,EXPRESSION_END17,EXPRESSION_END16,EXPRESSION_END15,EXPRESSION_END14,"---------------------------",EXPRESSION_START15,EXPRESSION_START14,"EXPRESSION_END","['ANTI-JIGSAW']","['JIGSAW']";1,0;40,0;var;15,0;20,0;GameConfigurationComponent;-14,350999999999999;3;
CLASS: MaterialModule;1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;0,0;0,0;;0,0;0,0;MaterialModule;0,0;0;
CLASS: DecoratorFileCopy;1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;0,0;0,0;;0,0;0,0;DecoratorFileCopy;0,0;0;
CLASS: DecoratorFileCopy;1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;0,0;0,0;;0,0;0,0;DecoratorFileCopy;0,0;0;
CLASS: RoutingModelMock;7;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;0,0;0,0;;0,0;0,0;RoutingModelMock;0,0;1;
CLASS: DecoratorFileCopy;1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;0,0;0,0;;0,0;0,0;DecoratorFileCopy;0,0;0;
CLASS: DecoratorFileCopy;1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;0,0;0,0;;0,0;0,0;DecoratorFileCopy;0,0;0;
CLASS: DecoratorFileCopy;1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;0,0;0,0;;0,0;0,0;DecoratorFileCopy;0,0;0;
CLASS: DecoratorFileCopy;1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;0,0;0,0;;0,0;0,0;DecoratorFileCopy;0,0;0;
CLASS: DecoratorFileCopy;1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;0,0;0,0;;0,0;0,0;DecoratorFileCopy;0,0;0;
CLASS: DecoratorFileCopy;1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;0,0;0,0;;0,0;0,0;DecoratorFileCopy;0,0;0;
CLASS: DecoratorFileCopy;1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;0,0;0,0;;0,0;0,0;DecoratorFileCopy;0,0;0;
CLASS: AppComponent;3;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;0,0;0,0;;2,0;0,0;AppComponent;0,0;1;
CLASS: DragAndDropImageComponent;1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;0,0;0,0;;0,0;0,0;DragAndDropImageComponent;0,0;11;
