"comparedName";"correlation";"statistics W";"p.value";"null.value";"alternative";"method";"data.name";"confidence.interval.start";"confidence.interval.end";"estimate"
"Associated.with";"-1";"-1";"-1";"-1";"-1";"-1";"-1";"-1";"-1";"-1"
"Overall.file.decorastors";"0.999903637677668";"0";"1";"0";"two.sided";"Wilcoxon signed rank test with continuity correction";"data1[[columnName]] and data2[[columnName]]";"NaN";"NaN";"-2"
"Cycl..Number";"1";"0";"NaN";"0";"two.sided";"Wilcoxon signed rank test with continuity correction";"data1[[columnName]] and data2[[columnName]]";"NaN";"NaN";"NaN"
"Cycl..Density";"0.926353053499979";"0";"3.61840434924982e-14";"0";"two.sided";"Wilcoxon signed rank test with continuity correction";"data1[[columnName]] and data2[[columnName]]";"-4.62953338650083";"-2.0489708739647";"-2.98246651070069"
"Halstead.Bugs";"0.99004336109656";"2926";"3.62052782751408e-14";"0";"two.sided";"Wilcoxon signed rank test with continuity correction";"data1[[columnName]] and data2[[columnName]]";"0.0115695036052503";"0.015024722581093";"0.01298697157119"
"Halstead.Difficulty";"0.992146889322584";"1489";"0.89494917743233";"0";"two.sided";"Wilcoxon signed rank test with continuity correction";"data1[[columnName]] and data2[[columnName]]";"-0.193465494336484";"0.523499342273184";"0.0279552908026294"
"Halstead.Effort";"0.991973530000815";"2486";"1.19702498949364e-07";"0";"two.sided";"Wilcoxon signed rank test with continuity correction";"data1[[columnName]] and data2[[columnName]]";"123.311473369497";"199.050963022589";"155.879398535684"
"Halstead.Length";"0.988470222679683";"2926";"1.25431667722998e-15";"0";"two.sided";"Wilcoxon signed rank test with continuity correction";"data1[[columnName]] and data2[[columnName]]";"5";"6.49999098417688";"5.00006218382703"
"Halstead.Time";"0.991973530000815";"2486";"1.19702498949364e-07";"0";"two.sided";"Wilcoxon signed rank test with continuity correction";"data1[[columnName]] and data2[[columnName]]";"6.85046236964156";"11.0584555815869";"8.65718711320076"
"Halstead.Vocabulary";"0.987981230481635";"2926";"1.29044645334055e-14";"0";"two.sided";"Wilcoxon signed rank test with continuity correction";"data1[[columnName]] and data2[[columnName]]";"2.99996698224082";"3.50004001055555";"3.00001103448724"
"Halstead.Identifiers.Distinct";"0.985487522056773";"2926";"1.24596486068867e-15";"0";"two.sided";"Wilcoxon signed rank test with continuity correction";"data1[[columnName]] and data2[[columnName]]";"2";"2.99997522354488";"2.00009775795674"
"Halstead.Identifiers.Total";"0.98912657094713";"2926";"1.24611624476485e-15";"0";"two.sided";"Wilcoxon signed rank test with continuity correction";"data1[[columnName]] and data2[[columnName]]";"2";"2.99995262599706";"2.00005519692409"
"Halstead.Identifiers.Names";"-1";"-1";"-1";"-1";"-1";"-1";"-1";"-1";"-1";"-1"
"Halstead.Identifiers.Distinct.1";"0.992835045678328";"406";"2.65937020122295e-06";"0";"two.sided";"Wilcoxon signed rank test with continuity correction";"data1[[columnName]] and data2[[columnName]]";"1.49997155105487";"2.00000553500028";"1.99994656532714"
"Halstead.Identifiers.Total.1";"0.986277261446225";"2926";"1.25446901382046e-15";"0";"two.sided";"Wilcoxon signed rank test with continuity correction";"data1[[columnName]] and data2[[columnName]]";"3";"3.49992960393477";"3.00006554273127"
"Halstead.Identifiers.Names.1";"-1";"-1";"-1";"-1";"-1";"-1";"-1";"-1";"-1";"-1"
"LOC.Physical";"0.990356663568258";"2926";"1.03394730094726e-16";"0";"two.sided";"Wilcoxon signed rank test with continuity correction";"data1[[columnName]] and data2[[columnName]]";"1";"1.0000582867224";"1"
"LOC.Logical";"0.973411910604533";"2926";"1.25446901382046e-15";"0";"two.sided";"Wilcoxon signed rank test with continuity correction";"data1[[columnName]] and data2[[columnName]]";"1";"1.49991152769772";"1.00007197439313"
"X";"-1";"-1";"-1";"-1";"-1";"-1";"-1";"-1";"-1";"-1"
